,ID,Gender,DOB,Lead_Creation_Date,City_Code,City_Category,Employer_Code,Employer_Category1,Employer_Category2,Monthly_Income,Customer_Existing_Primary_Bank_Code,Primary_Bank_Type,Contacted,Source,Source_Category,Existing_EMI,Loan_Amount,Loan_Period,Interest_Rate,EMI,Var1,Scores
3049,APPG70055589012,Male,07/09/90,16/08/16,C10001,A,COM0022976,A,4.0,3200.0,B005,P,Y,S133,B,1000.0,30000.0,4.0,17.8,618.8,7,1.34
3050,APPH90404391147,Female,01/09/80,16/08/16,C10002,A,COM0025971,C,4.0,4700.0,B002,P,N,S133,B,2349.0,0.0,0.0,0.0,0.0,0,3.89
3051,APPI80868247215,Male,04/12/94,16/08/16,C10009,B,COM0049167,A,4.0,20000.0,B003,G,Y,S133,B,0.0,20000.0,5.0,14.8,474.0,10,0.08
3052,APPJ80828025345,Female,16/06/91,16/08/16,C10006,A,COM0043569,A,4.0,2100.0,B002,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,2,1.46
3053,APPM50168455623,Male,14/08/83,16/08/16,C10005,A,COM0015122,B,4.0,2000.0,B028,P,Y,S143,B,0.0,30000.0,4.0,21.2,618.8,2,0.62
3055,APPO90220984814,Male,26/12/88,16/08/16,C10004,A,COM0046361,A,4.0,2000.0,B002,P,Y,S133,B,0.0,45000.0,5.0,20.0,1192.0,4,0.41
3056,APPP40106623922,Female,24/03/82,16/08/16,C10006,A,COM0017053,A,4.0,2000.0,B001,P,N,S133,B,500.0,0.0,0.0,0.0,0.0,0,0.37
3057,APPQ90954118041,Male,15/05/75,16/08/16,C10003,A,COM0011225,C,4.0,6000.0,B001,P,Y,S137,B,0.0,100000.0,5.0,14.6,1650.0,10,1.65
3058,APPS20499955203,Male,30/10/81,16/08/16,C10002,A,COM0013928,B,4.0,5500.0,B001,P,Y,S137,B,0.0,30000.0,5.0,20.0,795.0,10,1.07
3059,APPT60670697313,Female,07/03/76,16/08/16,C10013,B,COM0000166,C,4.0,4900.0,B006,P,N,S143,B,2450.0,0.0,0.0,0.0,0.0,0,1.77
3060,APPV20285115518,Female,28/04/73,16/08/16,C10003,A,COM0021490,A,4.0,2000.0,B001,P,N,S133,B,1120.0,0.0,0.0,0.0,0.0,0,0.23
3061,APPW40843692612,Male,20/07/94,16/08/16,C10002,A,COM0009852,C,4.0,1200.0,B002,P,Y,S133,B,0.0,10000.0,2.0,32.6,412.5,2,0.05
3062,APPX60019027713,Male,19/01/90,16/08/16,C10014,B,COM0046779,B,4.0,2000.0,B004,P,Y,S133,B,0.0,30000.0,5.0,19.6,495.0,2,0.62
3063,APPZ10336934924,Male,12/08/88,16/08/16,C10222,C,COM0002790,C,4.0,1816.1,B004,P,Y,S133,B,0.0,20000.0,4.0,18.4,592.0,2,0.48
3064,APPA50447175034,Male,13/09/80,16/08/16,C10001,A,COM0002538,A,4.0,3600.0,B001,P,Y,S143,B,0.0,20000.0,4.0,16.4,570.0,7,3.02
3065,APPB10849937136,Female,20/07/90,16/08/16,C10010,A,COM0007165,B,4.0,1550.0,B002,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
3066,APPC50769053211,Female,13/07/92,16/08/16,C10001,A,COM0012225,B,4.0,2000.0,B001,P,N,S143,B,0.0,0.0,0.0,0.0,0.0,4,1.02
3067,APPD90090863332,Female,30/04/87,16/08/16,C10027,A,COM0000528,B,4.0,4200.0,B002,P,N,S143,B,0.0,0.0,0.0,0.0,0.0,7,3.87
3068,APPE10502989447,Female,15/02/91,16/08/16,C10001,A,COM0003222,B,4.0,1600.0,B002,P,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
3069,APPF60770313512,Female,18/10/94,16/08/16,C10538,C,COM0044383,A,4.0,1840.0,B007,G,N,S133,B,250.0,0.0,0.0,0.0,0.0,0,0.03
3070,APPG40311644611,Male,22/05/80,16/08/16,C10001,A,COM0012148,A,4.0,6000.0,B001,P,Y,S137,B,0.0,100000.0,5.0,15.6,1650.0,10,0.87
3071,APPH50581041711,Male,09/04/78,16/08/16,C10240,C,COM0003753,C,4.0,3300.0,B003,G,Y,S159,B,0.0,50000.0,5.0,18.2,1276.0,7,1.18
3072,APPI50412163846,Male,18/03/88,16/08/16,C10002,A,COM0000095,C,3.0,20000.0,B001,P,Y,S159,B,0.0,20000.0,4.0,13.5,542.0,10,0.83
3073,APPJ50234719921,Male,22/10/85,16/08/16,C10004,A,COM0000208,B,4.0,1200.0,B002,P,Y,S133,C,0.0,19000.0,4.0,31.5,701.0,2,0.03
3074,APPK20760767039,Male,03/03/68,16/08/16,C10007,A,COM0003250,A,4.0,3500.0,B004,P,Y,S122,C,0.0,63000.0,4.0,16.6,1299.4,7,1.33
3075,APPL70942502142,Female,26/07/88,17/08/16,C10041,C,COM0000185,C,4.0,2500.0,B001,P,N,S122,B,1200.0,0.0,0.0,0.0,0.0,0,0.14
3076,APPO70507978447,Male,05/08/83,17/08/16,C10005,A,COM0004825,B,4.0,2300.0,B002,P,Y,S133,C,0.0,33000.0,3.0,18.7,907.5,4,0.53
3077,APPP80825896506,Male,03/06/93,17/08/16,C10004,A,COM0000804,B,4.0,1570.0,B004,P,Y,S143,C,0.0,25000.0,4.0,26.6,515.6,2,0.00
3078,APPQ30167696621,Male,29/10/89,17/08/16,C10005,A,COM0013383,A,4.0,1600.0,B004,P,Y,S143,C,0.0,26000.0,4.0,30.5,536.2,2,0.01
3079,APPR10266132738,Female,30/04/72,17/08/16,C10022,B,COM0010107,A,4.0,2100.0,B007,G,Y,S133,C,0.0,34000.0,4.0,26.0,701.2,2,0.19
3080,APPS90415083834,Male,06/09/77,17/08/16,C10014,B,COM0033405,A,4.0,2000.0,B003,G,Y,S127,C,0.0,32000.0,4.0,26.3,660.0,2,0.10
3082,APPU10294588041,Male,24/12/95,17/08/16,C10003,A,COM0000021,A,1.0,2700.0,B003,G,Y,S143,C,0.0,45000.0,4.0,18.2,928.1,7,1.40
3083,APPY40873032408,Male,10/08/91,17/08/16,C10005,A,COM0000015,C,3.0,1300.0,B004,P,Y,S127,B,230.0,12000.0,3.0,31.5,519.0,2,0.03
3084,APPZ70433951518,Male,08/10/71,17/08/16,C10015,C,COM0054064,A,4.0,1500.0,B003,G,Y,S133,B,300.0,10000.0,3.0,20.0,372.0,2,0.00
3085,APPA40759568624,Female,05/01/86,17/08/16,C10004,A,COM0006608,B,4.0,1450.0,B018,G,N,S133,B,800.0,0.0,0.0,0.0,0.0,0,0.01
3086,APPB60413464735,Male,23/12/87,17/08/16,C10005,A,COM0002630,C,4.0,1400.0,B008,G,Y,S133,C,0.0,22000.0,4.0,30.6,453.8,2,0.00
3087,APPF40019319102,Male,17/02/98,17/08/16,C10001,A,COM0040500,A,4.0,5800.0,B002,P,Y,S158,B,300.0,10000.0,3.0,15.2,348.0,2,5.84
3088,APPI20324867416,Female,17/02/91,17/08/16,C10003,A,COM0000601,A,4.0,1450.0,B004,P,N,S159,C,0.0,0.0,0.0,0.0,0.0,0,0.00
3089,APPK50942123616,Female,01/09/92,17/08/16,C10005,A,COM0000826,C,4.0,2800.0,B005,P,N,S127,B,1150.0,0.0,0.0,0.0,0.0,0,0.31
3090,APPL50777778729,Female,05/06/97,17/08/16,C10002,A,COM0038418,A,4.0,1000.0,B002,P,N,S159,B,0.0,0.0,0.0,0.0,0.0,0,0.00
3091,APPM90089722816,Female,02/08/89,17/08/16,C10016,B,COM0000946,A,4.0,3200.0,B003,G,N,S133,B,3000.0,0.0,0.0,0.0,0.0,0,0.97
3092,APPN50662788945,Male,26/12/88,17/08/16,C10005,A,COM0035722,A,4.0,2000.0,B005,P,Y,S122,B,460.0,27000.0,5.0,20.0,715.0,2,0.37
3093,APPO40653482008,Female,11/06/72,17/08/16,C10037,B,COM0040133,A,4.0,1000.0,B030,P,Y,S159,B,200.0,6000.0,2.0,37.0,357.0,2,0.01
3095,APPQ50213537221,Male,08/08/65,17/08/16,C10055,C,COM0004432,A,4.0,3100.0,B002,P,Y,S133,B,0.0,20000.0,4.0,16.2,569.0,7,2.16
3096,APPS80749277437,Female,24/04/85,17/08/16,C10001,A,COM0000030,B,3.0,1800.0,B002,P,N,S127,B,750.0,0.0,0.0,0.0,0.0,0,0.05
3097,APPT10434768534,Female,01/06/63,17/08/16,C10003,A,COM0048318,A,4.0,2100.0,B003,G,N,S133,B,1200.0,0.0,0.0,0.0,0.0,0,0.09
3098,APPU60818365611,Female,12/08/84,17/08/16,C10002,A,COM0013106,B,4.0,2100.0,B004,P,N,S133,B,574.1,0.0,0.0,0.0,0.0,0,0.49
3100,APPW40498707819,Male,31/08/90,17/08/16,C10001,A,COM0000771,A,4.0,3150.0,B001,P,Y,S133,B,0.0,20000.0,2.0,17.4,825.0,10,1.01
3101,APPX50097477929,Male,09/06/82,17/08/16,C10004,A,COM0019624,B,4.0,5500.0,B001,P,Y,S137,B,0.0,50000.0,3.0,20.0,1858.0,10,0.54
3102,APPY50589302043,Male,04/02/72,17/08/16,C10027,A,COM0037906,C,4.0,5300.0,B008,G,Y,S134,B,0.0,40000.0,4.0,16.2,1139.0,7,2.18
3103,APPA80396294209,Male,16/05/94,17/08/16,C10019,B,COM0014071,A,4.0,2000.0,B020,G,Y,S122,C,0.0,32000.0,4.0,26.3,660.0,2,0.10
3104,APPB90223207349,Male,12/12/94,17/08/16,C10004,A,COM0006272,A,4.0,1250.0,B001,P,Y,S127,B,300.0,7000.0,2.0,31.5,397.0,2,0.09
3105,APPD30806388547,Male,22/03/82,17/08/16,C10003,A,COM0000251,A,4.0,5000.0,B010,G,Y,S143,B,1600.0,30000.0,5.0,15.2,718.0,10,9.83
3106,APPE20155374626,Female,14/09/91,17/08/16,C10001,A,COM0000008,A,1.0,2500.0,B002,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,10,1.51
3107,APPF20468943738,Female,14/12/79,17/08/16,C10001,A,COM0005498,B,4.0,5500.0,B004,P,N,S122,B,3300.0,0.0,0.0,0.0,0.0,0,1.68
3108,APPG90246909818,Female,13/03/93,17/08/16,C10009,B,COM0029879,A,4.0,800.0,B001,P,N,S159,B,100.0,0.0,0.0,0.0,0.0,0,0.00
3109,APPH10881617923,Male,02/08/83,17/08/16,C10011,B,COM0039839,A,4.0,1400.0,B047,P,Y,S133,C,0.0,21000.0,4.0,35.5,825.0,2,0.04
3110,APPI60590468042,Male,15/10/86,17/08/16,C10002,A,COM0025676,A,4.0,1200.0,B009,G,Y,S159,B,0.0,10000.0,4.0,34.0,206.2,2,0.01
3111,APPK40369001239,Male,12/06/88,17/08/16,C10004,A,COM0000618,C,4.0,1200.0,B002,P,Y,S127,B,0.0,10000.0,3.0,31.5,433.0,2,0.02
3112,APPL20039097321,Female,01/02/89,17/08/16,C10288,C,COM0001752,C,4.0,2350.0,B004,P,N,S133,B,800.0,0.0,0.0,0.0,0.0,0,1.39
3113,APPM50854767437,Female,03/03/81,17/08/16,C10007,A,COM0056652,B,4.0,1000.0,B003,G,N,S127,C,0.0,0.0,0.0,0.0,0.0,0,0.00
3114,APPO50742629633,Female,31/08/83,17/08/16,C10004,A,COM0052305,B,4.0,1800.0,B002,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,2,0.03
3115,APPS40726807035,Male,14/06/82,17/08/16,C10001,A,COM0032629,A,4.0,2650.0,B002,P,Y,S133,B,0.0,20000.0,2.0,15.8,977.0,7,1.35
3116,APPT80403373105,Female,24/12/92,17/08/16,C10009,B,COM0000074,A,1.0,1100.0,B027,G,N,S133,B,156.7,0.0,0.0,0.0,0.0,0,0.00
3117,APPU10104352202,Male,25/05/88,17/08/16,C10004,A,COM0001039,B,4.0,1600.0,B005,P,Y,S159,C,0.0,26000.0,4.0,31.5,959.0,2,0.02
3119,APPW60288441404,Male,10/03/90,17/08/16,C10006,A,COM0000658,A,4.0,4000.0,B007,G,Y,S122,B,1370.0,46000.0,4.0,17.5,948.8,10,0.79
3120,APPX70924946505,Male,03/03/93,17/08/16,C10021,B,COM0000381,A,4.0,2000.0,B003,G,Y,S159,B,0.0,10000.0,4.0,20.0,304.0,2,0.25
3121,APPZ40247807712,Male,01/11/71,17/08/16,C10002,A,COM0028502,A,4.0,4000.0,B022,G,Y,S133,B,0.0,30000.0,4.0,17.0,866.0,10,1.74
3122,APPA50076003828,Female,10/05/94,17/08/16,C10001,A,COM0048592,B,4.0,1350.0,B013,G,N,S159,C,0.0,0.0,0.0,0.0,0.0,0,0.00
3123,APPB80810811901,Male,21/02/94,17/08/16,C10017,B,COM0002721,B,4.0,1450.0,B001,P,Y,S151,B,0.0,25000.0,5.0,18.4,640.0,2,0.01
3124,APPC40716194002,Male,13/09/68,17/08/16,C10017,B,COM0041907,A,4.0,1500.0,B004,P,Y,S127,C,0.0,22000.0,4.0,33.2,453.8,2,0.01
3125,APPE30761446208,Male,12/05/66,17/08/16,C10001,A,COM0006464,A,4.0,2500.0,B023,G,Y,S133,B,0.0,40000.0,4.0,18.2,1180.0,7,1.11
3126,APPF10902026336,Female,10/08/87,17/08/16,C10006,A,COM0003344,B,4.0,3500.0,B007,G,N,S133,B,2000.0,0.0,0.0,0.0,0.0,0,0.36
3127,APPG60420519404,Male,15/08/88,17/08/16,C10004,A,COM0022521,A,4.0,3300.0,B022,G,Y,S133,B,0.0,20000.0,2.0,17.3,825.0,7,1.08
3129,APPJ60372908737,Female,12/01/90,17/08/16,C10001,A,COM0000022,B,2.0,2850.0,B005,P,N,S127,B,500.0,0.0,0.0,0.0,0.0,10,1.22
3130,APPK40278358816,Female,06/08/80,17/08/16,C10002,A,COM0001041,A,4.0,14500.0,B002,P,N,S133,B,4500.0,0.0,0.0,0.0,0.0,0,6.58
3131,APPN10673056104,Female,18/10/85,17/08/16,C10003,A,COM0007130,A,4.0,1600.0,B004,P,N,S133,B,300.0,0.0,0.0,0.0,0.0,0,0.00
3132,APPO90359837208,Female,26/07/94,17/08/16,C10016,B,COM0025144,B,4.0,860.0,B004,P,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
3133,APPP70978853343,Male,28/06/74,17/08/16,C10011,B,COM0041855,A,4.0,4000.0,B012,G,Y,S133,B,0.0,20000.0,3.0,26.5,811.0,7,0.26
3134,APPQ60611262416,Male,21/02/82,17/08/16,C10002,A,COM0006005,B,4.0,8300.0,B026,P,Y,S122,B,0.0,100000.0,5.0,14.7,1650.0,10,2.72
3135,APPR30448402531,Female,15/03/83,17/08/16,C10006,A,COM0014355,B,4.0,5000.0,B002,P,N,S143,B,3200.0,0.0,0.0,0.0,0.0,0,0.54
3136,APPS90484159622,Male,23/08/89,17/08/16,C10002,A,COM0000047,B,3.0,1928.0,B001,P,Y,S133,C,0.0,32000.0,4.0,20.0,974.0,2,0.92
3137,APPT40719574732,Female,08/03/78,17/08/16,C10001,A,COM0033998,C,4.0,1600.0,B001,P,N,S133,B,650.0,0.0,0.0,0.0,0.0,0,0.00
3138,APPU50532568806,Male,09/01/83,17/08/16,C10003,A,COM0021461,B,4.0,2050.0,B001,P,Y,S159,B,0.0,30000.0,5.0,20.0,795.0,4,1.42
3140,APPW50966663043,Female,29/02/64,17/08/16,C10056,C,COM0032476,A,4.0,6400.0,B010,G,N,S151,B,850.0,0.0,0.0,0.0,0.0,10,1.62
3141,APPX30879556144,Male,11/10/88,17/08/16,C10002,A,COM0007796,A,4.0,4800.0,B002,P,Y,S133,B,500.0,10000.0,5.0,15.2,239.0,10,15.28
3143,APPZ10225724308,Male,16/08/76,17/08/16,C10005,A,COM0031059,B,4.0,2100.0,B003,G,Y,S151,B,229.9,20000.0,4.0,28.5,703.0,2,0.19
3144,APPA50818215437,Female,22/12/84,17/08/16,C10385,C,COM0004605,A,4.0,2000.0,B003,G,N,S133,B,1000.0,0.0,0.0,0.0,0.0,0,0.14
3145,APPF60192188934,Female,04/06/69,17/08/16,C10065,C,COM0000685,A,4.0,5000.0,B003,G,N,S159,B,770.0,0.0,0.0,0.0,0.0,7,1.36
3146,APPG50768438037,Female,12/11/84,17/08/16,C10023,B,COM0000036,C,2.0,1400.0,B021,P,N,S151,C,0.0,0.0,0.0,0.0,0.0,0,0.00
3147,APPH90068366101,Female,13/07/92,17/08/16,C10004,A,COM0048061,A,4.0,2000.8,B004,P,N,S143,B,1000.7,0.0,0.0,0.0,0.0,0,0.67
3148,APPI50912061211,Female,01/06/87,17/08/16,C10005,A,COM0000006,C,1.0,1960.0,B004,P,N,S143,B,900.0,0.0,0.0,0.0,0.0,0,0.43
3150,APPL40969694516,Female,17/09/87,17/08/16,C10002,A,COM0005401,B,4.0,2000.0,B001,P,N,S127,B,1000.0,0.0,0.0,0.0,0.0,0,0.74
3151,APPM50179634609,Male,12/02/92,17/08/16,C10002,A,COM0048368,A,4.0,1800.0,B002,P,Y,S157,B,0.0,10000.0,1.0,31.5,982.0,2,0.07
3152,APPN70845212749,Male,27/12/65,17/08/16,C10001,A,COM0001649,C,4.0,3500.0,B001,P,Y,S133,B,0.0,30000.0,2.0,17.0,1237.5,10,0.96
3153,APPO70163479808,Male,26/10/83,17/08/16,C10143,B,COM0013367,A,4.0,3500.0,B003,G,Y,S133,B,888.8,30000.0,5.0,17.5,754.0,7,4.76
3154,APPP50439985938,Male,31/07/87,17/08/16,C10005,A,COM0020919,C,4.0,1700.0,B036,G,Y,S133,C,0.0,27000.0,4.0,31.5,996.0,2,0.03
3155,APPQ70917111012,Male,20/02/86,18/08/16,C10001,A,COM0009278,B,4.0,5200.0,B004,P,Y,S133,B,566.8,10000.0,4.0,16.1,206.2,10,2.49
3156,APPR50868748131,Female,10/06/83,18/08/16,C10005,A,COM0003567,A,4.0,3000.0,B004,P,N,S143,B,0.0,0.0,0.0,0.0,0.0,7,1.44
3157,APPS40673602247,Female,28/05/64,18/08/16,C10033,C,COM0000653,A,4.0,3000.0,B003,G,Y,S133,C,0.0,53000.0,4.0,20.0,1613.0,2,2.53
3159,APPU40979725448,Female,01/06/91,18/08/16,C10004,A,COM0003903,A,4.0,1800.0,B002,P,N,S133,B,800.0,0.0,0.0,0.0,0.0,0,0.08
3160,APPW60114105603,Male,01/05/87,18/08/16,C10014,B,COM0001848,C,4.0,1250.0,B004,P,Y,S133,C,0.0,19000.0,4.0,30.4,391.9,2,0.01
3161,APPX10492059715,Male,13/02/92,18/08/16,C10033,C,COM0000117,B,3.0,1600.0,B001,P,Y,S133,B,0.0,30000.0,5.0,18.4,768.0,2,0.03
3162,APPY50679347824,Female,24/03/89,18/08/16,C10001,A,COM0000249,C,4.0,970.0,B002,P,N,S127,C,0.0,0.0,0.0,0.0,0.0,0,0.00
3163,APPZ60941489906,Male,14/07/86,18/08/16,C10094,C,COM0037989,B,4.0,2050.0,B040,P,Y,S156,B,0.0,10000.0,3.0,20.0,372.0,2,0.76
3164,APPA50871243026,Female,05/06/68,18/08/16,C10004,A,COM0008825,C,4.0,2600.0,B003,G,N,S159,B,0.0,0.0,0.0,0.0,0.0,0,1.01
3165,APPB80384397143,Male,14/01/94,18/08/16,C10003,A,COM0000021,A,1.0,2400.0,B003,G,Y,S159,C,0.0,40000.0,4.0,18.5,1185.0,4,1.53
3166,APPC80302333212,Male,27/02/86,18/08/16,C10002,A,COM0038689,B,4.0,2509.9,B001,P,Y,S133,C,0.0,38000.0,4.0,20.0,1156.0,4,1.24
3167,APPD70467767314,Female,22/07/92,18/08/16,C10015,C,COM0022711,A,4.0,1650.0,B018,G,N,S133,B,1000.0,0.0,0.0,0.0,0.0,0,0.00
3168,APPE70492437447,Male,21/07/73,18/08/16,C10005,A,COM0039654,A,4.0,3600.0,B004,P,Y,S133,B,0.0,30000.0,4.0,16.8,618.8,7,3.83
3169,APPF10766446548,Male,12/08/90,18/08/16,C10002,A,COM0001993,B,4.0,1800.0,B001,P,Y,S133,B,0.0,10000.0,2.0,18.4,501.0,2,0.01
3170,APPH20082571712,Male,10/12/88,18/08/16,C10002,A,COM0000072,C,2.0,1850.0,B006,P,Y,S133,B,0.0,27000.0,3.0,16.0,949.0,2,0.20
3171,APPI60600088803,Male,06/01/76,18/08/16,C10004,A,COM0020383,A,4.0,3800.0,B004,P,Y,S137,B,0.0,30000.0,3.0,16.6,825.0,7,3.53
3172,APPJ40505153932,Male,07/06/87,18/08/16,C10004,A,COM0002435,C,4.0,2100.0,B001,P,Y,S159,B,745.9,16000.0,4.0,20.0,487.0,4,0.85
3173,APPK30922912011,Female,20/12/71,18/08/16,C10004,A,COM0003949,B,4.0,3200.0,B005,P,N,S133,B,2000.0,0.0,0.0,0.0,0.0,0,0.97
3174,APPL90406378144,Female,08/12/87,18/08/16,C10147,C,COM0003289,B,4.0,1030.0,B018,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
3175,APPM20648665204,Female,17/03/84,18/08/16,C10002,A,COM0001940,A,4.0,1790.0,B048,P,N,S143,B,250.0,0.0,0.0,0.0,0.0,0,0.02
3176,APPN50113196346,Female,11/06/92,18/08/16,C10005,A,COM0035627,A,4.0,1200.0,B002,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
3177,APPP70304325511,Male,24/08/82,18/08/16,C10015,C,COM0056114,A,4.0,1500.0,B015,P,Y,S159,B,300.0,10000.0,3.0,20.0,372.0,2,0.00
3178,APPQ40625896608,Female,16/07/89,18/08/16,C10004,A,COM0042148,A,4.0,1200.0,B007,G,N,S159,B,0.0,0.0,0.0,0.0,0.0,2,0.00
3179,APPR10892596719,Female,29/12/84,18/08/16,C10001,A,COM0030836,A,4.0,4850.0,B001,P,Y,S137,B,0.0,100000.0,5.0,16.2,1650.0,10,2.13
3180,APPS20354934831,Male,15/02/88,18/08/16,C10001,A,COM0000393,A,4.0,5000.0,B009,G,Y,S133,C,0.0,76000.0,4.0,13.8,2067.0,7,2.06
3181,APPT20382306949,Male,02/08/86,18/08/16,C10001,A,COM0010897,A,4.0,2600.0,B001,P,Y,S143,B,0.0,50000.0,5.0,15.5,1203.0,7,0.46
3182,APPU40142109039,Male,17/07/88,18/08/16,C10008,A,COM0019647,B,4.0,3000.0,B004,P,Y,S133,B,0.0,20000.0,2.0,16.8,825.0,7,1.37
3183,APPV10487854147,Male,12/07/83,18/08/16,C10005,A,COM0004037,B,4.0,1800.0,B002,P,Y,S159,C,0.0,29000.0,4.0,20.0,882.0,2,0.08
3184,APPW90151095202,Female,20/02/96,18/08/16,C10070,C,COM0056077,A,4.0,600.0,B003,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
3185,APPX30374805313,Female,30/04/91,18/08/16,C10006,A,COM0017837,A,4.0,1600.0,B008,G,Y,S133,B,0.0,10000.0,4.0,20.0,304.0,2,0.00
3186,APPY60958722424,Female,17/08/87,18/08/16,C10002,A,COM0004529,B,4.0,6000.0,B014,P,Y,S133,B,1000.0,20000.0,5.0,15.3,330.0,10,4.23
3187,APPA20511313629,Female,30/05/83,18/08/16,C10052,C,COM0006739,C,4.0,1092.0,B003,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
3189,APPC60125752822,Male,29/06/81,18/08/16,C10002,A,COM0033038,B,4.0,5500.0,B001,P,Y,S137,B,0.0,50000.0,4.0,20.0,1522.0,10,0.42
3190,APPD40920549901,Female,07/09/87,18/08/16,C10007,A,COM0007975,C,4.0,1197.2,B003,G,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
3192,APPF30111163146,Female,27/09/87,18/08/16,C10125,C,COM0003479,C,4.0,1700.0,B012,G,N,S159,B,307.0,0.0,0.0,0.0,0.0,2,0.00
3193,APPG30367508207,Female,15/05/89,18/08/16,C10045,C,COM0023851,A,4.0,1200.0,B002,P,N,S151,B,0.0,0.0,0.0,0.0,0.0,0,0.00
3194,APPI40811355426,Female,09/01/81,18/08/16,C10032,C,COM0039344,A,4.0,2000.0,B017,G,Y,S133,B,0.0,10000.0,2.0,22.9,412.5,2,0.01
3195,APPJ80640182503,Male,25/08/70,18/08/16,C10026,C,COM0001856,C,4.0,5000.0,B009,G,Y,S122,C,0.0,90000.0,4.0,14.9,1856.2,4,1.56
3196,APPK50224669621,Male,16/07/91,18/08/16,C10006,A,COM0000754,B,4.0,1400.0,B002,P,Y,S159,B,350.0,8000.0,2.0,33.9,330.0,2,0.04
3197,APPL50893417738,Female,13/04/84,18/08/16,C10007,A,COM0000051,C,1.0,2600.0,B001,P,Y,S133,C,0.0,47000.0,4.0,18.0,1381.0,4,0.86
3199,APPO10275139023,Female,25/10/87,18/08/16,C10004,A,COM0000010,A,1.0,2900.0,B002,P,N,S143,B,450.0,0.0,0.0,0.0,0.0,10,1.24
3200,APPP10311534109,Male,21/05/79,18/08/16,C10001,A,COM0000061,B,1.0,5000.0,B002,P,Y,S137,B,0.0,100000.0,5.0,14.1,1650.0,10,0.95
3201,APPQ40190127233,Male,03/01/87,18/08/16,C10007,A,COM0006501,C,4.0,3000.0,B004,P,Y,S133,B,0.0,50000.0,5.0,20.0,1325.0,7,1.15
3202,APPR90940615319,Male,21/07/90,18/08/16,C10005,A,COM0004193,C,4.0,19400.0,B002,P,Y,S133,B,560.0,10000.0,4.0,14.2,275.0,10,0.30
3203,APPT40246605544,Male,18/09/79,18/08/16,C10208,C,COM0011293,C,4.0,2400.0,B004,P,Y,S133,B,600.0,20000.0,5.0,18.2,511.0,2,0.19
3204,APPU30061005602,Male,20/10/88,18/08/16,C10231,C,COM0014033,A,4.0,2700.0,B017,G,Y,S143,B,300.0,10000.0,4.0,15.5,281.0,7,1.80
3205,APPV60371172721,Female,18/07/90,18/08/16,C10005,A,COM0044044,A,4.0,1600.0,B004,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,0.00
3206,APPW10920313819,Female,21/10/85,18/08/16,C10003,A,COM0006306,B,4.0,2200.0,B002,P,N,S133,B,1200.0,0.0,0.0,0.0,0.0,0,0.08
3208,APPZ80666032135,Female,06/06/60,18/08/16,C10003,A,COM0056465,B,4.0,1450.0,B006,P,N,S151,B,0.0,0.0,0.0,0.0,0.0,0,0.00
3209,APPA20006569229,Male,17/12/75,18/08/16,C10003,A,COM0000083,B,3.0,2000.0,B001,P,Y,S133,B,0.0,20000.0,5.0,18.2,511.0,4,0.18
3211,APPC80716196408,Male,20/02/83,18/08/16,C10003,A,COM0042230,B,4.0,5500.0,B001,P,Y,S137,B,0.0,30000.0,3.0,20.0,1115.0,10,0.72
3212,APPE20324003613,Male,07/03/81,18/08/16,C10002,A,COM0032980,A,4.0,5500.0,B003,G,Y,S137,B,0.0,50000.0,4.0,16.7,1031.2,10,1.53
3213,APPF20514422725,Female,04/05/69,18/08/16,C10003,A,COM0001624,A,4.0,1700.0,B003,G,N,S159,C,0.0,0.0,0.0,0.0,0.0,0,0.00
3214,APPH60128032916,Male,06/12/92,18/08/16,C10001,A,COM0000026,B,3.0,1500.0,B001,P,Y,S143,B,0.0,24000.0,3.0,17.4,660.0,2,0.01
3215,APPJ10880582109,Male,20/08/88,18/08/16,C10011,B,COM0000858,A,4.0,2272.0,B004,P,Y,S134,B,0.0,36000.0,4.0,27.4,742.5,2,0.20
3216,APPK20989416238,Female,16/08/91,18/08/16,C10006,A,COM0035610,A,4.0,2000.0,B002,P,N,S133,B,0.0,0.0,0.0,0.0,0.0,0,1.02
3218,APPM60918828417,Male,25/06/81,18/08/16,C10002,A,COM0056747,B,4.0,2500.0,B002,P,Y,S133,B,0.0,10000.0,4.0,19.8,303.0,7,0.57
3219,APPP30563708721,Female,24/01/88,18/08/16,C10003,A,COM0045559,A,4.0,1000.0,B003,G,N,S133,C,0.0,0.0,0.0,0.0,0.0,0,0.00
3220,APPQ10138275813,Male,04/08/79,18/08/16,C10002,A,COM0046497,B,4.0,3300.0,B035,P,Y,S134,B,0.0,30000.0,3.0,19.0,1100.0,7,1.49
